Title,Author(s),Year,Supervisor,Second reader,Abstract/Summary,Main Research Question,SDG,Justification for SDG,Geographical scope,Scale,Main sector,Keywords,Methodology Type,Specific Methods,Theories,Internship Organization,Organizations Studied,Geographical location standardized,Latitude,Longitude,Location precision,Flag,Thesis_PDF,Cover_Image,Match_Status,Country,All_Latitudes,All_Longitudes
Transition towards sustainable space exploration: the case of the space debris industry,Alexandr Stakhov,2020.0,Xiao-Shan Yap,,"This research explores the transition towards sustainable space exploration, focusing on the space debris industry. The aim is to understand the socio-technical characteristics and evolution of the space sector in light of increasing participation from various actors. The methodology involves a Socio-Technical-Network-Analyses (STNA) framework applied to a database of 289 articles discussing space debris from 2007 to 2019. The findings provide specific policy recommendations and insights into the legitimation processes within the space sector.","How is the transition towards sustainable space exploration developing, and how can it be improved?",12 - Responsible Consumption and Production,"The research addresses the issue of space debris, which is a significant concern for sustainable practices in space exploration, aligning with responsible consumption and production.",Global,Global/International,Energy & Climate,,Literature-Based Research,Socio-Technical-Network-Analyses,"Transition Management, Mission-oriented Innovation Systems",,,,,,Broad,Abstract too short,stakhov_2020.pdf,stakhov_2020.png,Matched,Global,,
Scientific knowledge on the Sustainable Development Goals,Jolynde Vis,2020.0,"Dr. Gaston Heimeriks, Dr. Ed Noyons",,"In 2015, the Sustainable Development Goals were introduced by the United Nations: 17 goals that aim at shared prosperity in a sustainable world for all. This study aims to explain the differences in SDG related knowledge bases among countries. The SDG related knowledge base of a country is established and several methods for collecting and mapping SDG research are analyzed. Findings show that there is not a ‘best’ method, but rather that all methods have advantages and disadvantages. The influence of a country’s knowledge base characteristics on its SDG research is analyzed using regression models. The findings indicate large differences between SDGs, with relatedness density positively affecting the SDG research share.",How does the existing knowledge base of a country influence its SDG related research and achievement?,17 - Partnerships for the Goals,This SDG applies as the study focuses on the collaboration and knowledge sharing necessary for achieving the Sustainable Development Goals across different countries.,Global,Global/International,Governance & Policy,"Sustainable Development Goals, knowledge base, SDG research, regression models, evolutionary economic geography",Mixed Methods Research,"Regression analysis, project analysis, comparative analysis",Evolutionary Economic Geography,,,,,,Broad,,vis_2020.pdf,vis_2020.png,Matched,Global,,
"Explaining Path Creation: An agency approach in regarding the path creation of artificial intelligence in the federal state of Saarland, Germany",Leo Latscha,2020.0,Iris Wanzenböck,,"This research explores how and why regions develop along specific paths, focusing on the path creation of artificial intelligence in Saarland, Germany. The aim is to understand the role of agency in this process, utilizing the trinity of change framework. Through 25 semi-structured interviews, the study identifies three key episodes in the path creation process: increased collaboration among companies, fostering regional start-up development, and informing companies about AI advantages. The findings highlight the importance of actor interactions and the necessity of support from various actor groups for successful path creation.","How do the actions of actors influence the path creation process of artificial intelligence in Saarland, Germany?","9 - Industry, Innovation and Infrastructure","The research focuses on the development of artificial intelligence, which is a key area of innovation and infrastructure in the region.","Saarland, Germany",Local,Governance & Policy,"path creation, artificial intelligence, Saarland, agency, regional development",Qualitative Empirical Research,Semi-structured interviews,Trinity of Change,,,Saarland,49.384187,6.953737,Region,Abstract too short,latscha_2020.pdf,latscha_2020.png,Matched,Germany,49.384187,6.953737
Air Travellers’ Willingness to Pay for a Sustainable Offer: A Discrete Choice Experiment,Margaux Torreilles,2020.0,Frank van Rijnsoever,Jarno Hoekman,"Growing air travel demand requires for new sustainable solutions to be embraced by all players of the industry, including individual travellers. Due to the low adoption rates recorded for current voluntary carbon offset solutions, the level of success of sustainable aviation fuel (SAF) among travellers is difficult to predict, despite its potential to reduce up to 80% CO emissions. Insights on 563 Dutch individuals’ preferences were obtained from a survey, by integrating a Discrete Choice Experiment into the Motivation-Opportunity-Ability model. Results show that a sustainable option’s price is the most influential factor for its adoption. We argue that the most influential factors contributing to the increase in probability SAF adoption should be considered when marketing a SAF product in order to trigger behavioral change.",What factors influence air travellers’ willingness to pay for sustainable aviation fuel?,13 - Climate Action,"The research addresses the need for sustainable solutions in air travel, which directly relates to climate action and reducing carbon emissions.",Netherlands,National,Energy & Climate,"discrete choice experiment, MOA model, sustainable aviation fuel, behavioral change",Qualitative Empirical Research,"Discrete Choice Experiment, Conditional Logit Model","Motivation-Opportunity-Ability model, Random Utility Theory",Multiscope,,Netherlands,52.243498,5.634323,Country,,torreilles_2020.pdf,torreilles_2020.png,Matched,Netherlands,52.243498,5.634323
Institutional Strategies in Technological Innovation Systems The Case of Decentralized Sanitation Solutions in eThekwini and the City of Cape Town,Jordi Maijenburg,2020.0,Xiao-Shan Yap,Frans Sengers,"Only half of the South African households in informal settlements have access to sanitation services. Decentralized sanitation solutions such as urine diversion toilets or communal ablution blocks are considered the only feasible alternatives to increase sanitation access in South Africa due to economic and topological conditions. However, these solutions are met by many protests as it is intertwined with inequality for a large number of citizens. Therefore, the initial social acceptance of these solutions is low. This thesis illustrates that the combination of the TIS and institutional work approach allows scholars and policymakers to better understand the actors’ individual actions and the influence of these actions on TIS performance.",How can one municipality better overcome low social acceptance of decentralized sanitation solutions than another municipality in South Africa?,6 - Clean Water and Sanitation,"The research addresses the critical issue of sanitation access in South Africa, focusing on decentralized solutions that can improve sanitation services for informal settlements.",South Africa,Local,Governance & Policy,"Decentralized sanitation, Technological Innovation Systems, Institutional work, Social acceptance, eThekwini, City of Cape Town",Qualitative Empirical Research,Event analysis,"Technological Innovation Systems, Institutional Theory",,"eThekwini Municipality, City of Cape Town",South Africa,-28.816624,24.991639,Country,,maijenburg_2020.pdf,maijenburg_2020.png,Matched,South Africa,-28.816624,24.991639
Why do SMEs hire gig workers? – A survey of the Dutch hotel and manufacturing industry,Yannick de Vries,2020.0,Andrea Herrmann,,"The gig economy is a new type of labour market, enabling the hiring of service providers for a one-time job through an online platform. In this research, I investigate in which circumstances companies hire this new type of worker – rather than employing workers in-house or hiring them externally through traditional channels. By developing a theoretical framework bridging the literature on transaction cost theory, human resources literature and literature on trust, I propose seven hypotheses on factors which potentially influence the hiring of gig workers. The findings show that benevolence is of significant influence, favouring internal staff as opposed to gig workers.",In which circumstances do companies hire gig workers rather than employing workers in-house or hiring them externally through traditional channels?,8 - Decent Work and Economic Growth,"This research addresses the dynamics of the gig economy and its implications for employment practices, contributing to the understanding of decent work opportunities.",Netherlands,National,Social Justice & Equity,,Quantitative Empirical Research,Multinomial logistic regression analysis,"Transaction Cost Theory, Human Resources Literature, Trust Literature",,,Netherlands,52.243498,5.634323,Country,,vries_2020.pdf,vries_2020.png,Matched,Netherlands,52.243498,5.634323
The influence of resource acquisition timing on nascent venture performance,Hugo ter Steege,2023.0,A. M. Herrmann,,"This study investigates how the timing of resource acquisition influences the performance of nascent ventures, specifically focusing on creation speed and growth. The research employs multiple linear regression analysis on data from the 'Perfect Timing' database, which includes over 800 nascent ventures in the ICT and alternative energy sectors. The findings reveal that the timing of human and capital resource acquisition significantly affects creation speed, while revenue is primarily influenced by the sector of operation. This highlights the importance of considering resource acquisition timing in understanding venture performance.",How does the timing of resource acquisition influence nascent venture creation speed and growth?,8 - Decent Work and Economic Growth,"This study contributes to understanding the factors that enhance nascent venture performance, which is essential for fostering economic growth and job creation.","Germany, Italy, Netherlands, United States, United Kingdom",Global/International,Governance & Policy,"resource acquisition, nascent ventures, performance, creation speed, growth",Quantitative Empirical Research,Multiple linear regression,Resource-Based View,,,,51.163818,10.447831,Broad,Abstract too short,steege_2023.pdf,steege_2023.png,Matched,Germany; Italy; Netherlands; United States; United Kingdom,51.163818|42.638426|52.243498|39.78373|54.702354,10.447831|12.674297|5.634323|-100.445882|-3.276575
Exploring collaboration success factors for intermediary organizations in public-private partnerships,Dennis Hofman,2020.0,Jacco C.M. Farla,Maryse M.H. Chappin,"This thesis explores the collaboration success factors for intermediary organizations within public-private partnerships in the European traffic management sector. The aim is to identify key elements that contribute to successful partnerships. A qualitative empirical research methodology was employed, utilizing case studies of various traffic management initiatives. The findings reveal critical success factors such as joint decision-making, clear goals, and strong partner interactions that enhance collaboration effectiveness.",What are the collaboration success factors for intermediary organizations in public-private partnerships in the European traffic management sector?,"9 - Industry, Innovation and Infrastructure","The research focuses on improving infrastructure and fostering innovation through effective public-private partnerships, aligning with the goals of SDG 9.",European Union,Regional,Governance & Policy,"public-private partnerships, traffic management, collaboration, success factors, intermediary organizations",Qualitative Empirical Research,Case study,,,"ONTF Amsterdam, ONTF Antwerp, Smart Destination Amsterdam, Smart Destination Copenhagen, Roadworks Amsterdam, Roadworks Antwerp, Roadworks Munich",,,,Broad,Abstract too short,hofman_2020.pdf,hofman_2020.png,Matched,Europe,,
Collaboration in the Circular Economy in the Netherlands: A Proximity Approach,Shamiram Abdulahad,2020.0,Dr. K. Frenken,Dr. I. Wanzenböck,"This thesis investigates the hindering factors for a Circular Economy in the Netherlands, focusing on the necessity of collaboration among organizations. The research employs the EUPRO database and utilizes social network analysis and count regressions to analyze collaborations based on proximity dimensions. Findings reveal that organizations tend to collaborate with those having higher geographical, institutional, and cognitive proximity, which paradoxically may hinder collaboration success. The study concludes with policy recommendations to enhance collaborative efforts in the transition towards a Circular Economy.",What drives collaborations in the circular economy in the Netherlands?,12 - Responsible Consumption and Production,"The research addresses the need for sustainable practices in waste management and resource utilization, aligning with the goal of promoting responsible consumption and production patterns.",Netherlands,National,Circular Economy & Production,"Circular Economy, Collaboration, Proximity, Social Network Analysis, Policy Recommendations",Mixed Methods Research,"Social network analysis, Count regressions","Proximity Theory, Network Theory",,,Netherlands,52.243498,5.634323,Country,Abstract too short,abdulahad_2020.pdf,abdulahad_2020.png,Matched,Netherlands,52.243498,5.634323
"Legitimation of unwanted, dispersed, hidden innovations",Abel Keeven,2020.0,Wouter Boon,,"The goal of this research was to identify which factors contribute to the legitimation of unwanted, dispersed, hidden innovations by evasive, dispersed, hidden institutional entrepreneurs in the Netherlands. Entrepreneurs that work with psychedelic substances are chosen as unit of analysis, because they work with this type of innovations. Those entrepreneurs were asked about their legitimation strategies and also outsiders of the sector were interviewed to examine how they view these legitimation strategies. After analyzing the interviews, a new theoretical model was formed explaining the pathway how entrepreneurs legitimize unwanted, dispersed, hidden innovations.",,,,Netherlands,Local,Social Justice & Equity,,Qualitative Empirical Research,Interviews,Institutional Entrepreneurship,,,Netherlands,52.243498,5.634323,Country,"Missing Research Question, Missing SDG, Abstract too short",keeven_2020.pdf,keeven_2020.png,Matched,Netherlands,52.243498,5.634323
The acceleration of small wins to contribute to the problem of plastic pollution,Sanne Andreas Maria Joseph Veronica Bours,2020.0,Dr. Iris Wanzenböck,Prof. dr. Koen Frenken,"In recent years, the accumulation of plastic pollution has been observed. The wickedness that is involved in this societal problem requires a suitable governance strategy. One literature stream that deals with wickedness from a bottom-up perspective is ‘small wins’. Small wins focus on incremental change to achieve sustainable result, through guidance of a mission or vision. This research aims to contribute to current literature with an empirical case to identify current small wins and propelling mechanisms in the plastic pollution problem. A qualitative research strategy was followed, involving a case study of sixteen initiatives that contribute to ‘removal measures’ for plastic pollution in Dutch waterways. The analysis shows that all propelling mechanisms from literature are important in accelerating small wins.",How do propelling mechanisms amplify small wins related to the plastic pollution problem in the Netherlands?,12 - Responsible Consumption and Production,"This SDG applies as the research focuses on addressing plastic pollution, which is a significant issue related to sustainable consumption and production patterns.",Netherlands,National,Circular Economy & Production,"plastic pollution, small wins, propelling mechanisms, wicked problems, mission-oriented innovation policy",Qualitative Empirical Research,"Case study, Semi-structured interviews",,,,Netherlands,52.243498,5.634323,Country,,bours_2020.pdf,bours_2020.png,Matched,Netherlands,52.243498,5.634323
Age-friendly housing: navigating through a complex multi-regime environment,Melvin van der Mark,2020.0,"Alexander Peine, Frans Sengers",Koen Beumer,"Demographic change poses significant challenges for housing and healthcare, that deems current practices as uncontainable. Reforms in long-term care resulted in the closure of institutional residences, like nursing and care homes, which made new forms of housing including care services - necessary. Age-friendly housing as an envisioned solution for older adults to live at home independently as long as possible, can facilitate a transition of these sectors. This study developed an integrated framework capturing the dynamics of three sectors: housing, healthcare and ICT by exploring local initiatives and its system interactions. A qualitative approach in form of a multi-case design performing semi-structured interviews is conducted. The analysis identifies various configurations of actors and strategies, contributing to the understanding of the multi-system approach in age-friendly housing.","How can age-friendly housing solutions facilitate the transition of housing, healthcare, and ICT sectors in response to demographic change?",11 - Sustainable Cities and Communities,"The study addresses the need for age-friendly housing solutions that enable older adults to live independently, contributing to sustainable urban development.",Netherlands,Local,Urban & Regional Development,"Age-friendly housing, demographic change, multi-system approach, healthcare, ICT",Qualitative Empirical Research,"Multi-case design, Semi-structured interviews","Multi-Level Perspective, Multi-System Approach",,,Netherlands,52.243498,5.634323,Country,,mark_2020.pdf,mark_2020.png,Matched,Netherlands,52.243498,5.634323
Experimentation in Mission-oriented Innovation policy: natural gas free districts,Femke van Wijk,2020.0,Joeri Wesseling,,"This thesis focuses on the contribution of district level experiments to the Dutch national mission of the transition towards a natural gas free built environment in the Netherlands. In Mission-oriented Innovation Policy, using experiments is emphasized, but a clear description of the desired contribution of these experiments or guidelines to design such an experiment are lacking. Therefore, it is studied which factors contribute to the internal success and external success of experiments that are dedicated to this Dutch mission. Twelve experiments that are part of four different experimental programs are studied through interviews and analysis of local reports, newspaper articles, and governmental reports. It is found that factors stimulating different types of success may contradict each other, leading to specific policy recommendations.",Which factors contribute to the internal and external success of experiments dedicated to the Dutch mission of a natural gas free built environment?,11 - Sustainable Cities and Communities,"The thesis addresses the transition towards a natural gas free built environment, which directly relates to creating sustainable urban environments.",Netherlands,National,Energy & Climate,,Qualitative Empirical Research,"Interviews, Document analysis",Mission-oriented Innovation Systems,Dialogic,,Netherlands,52.243498,5.634323,Country,,wijk_2020.pdf,wijk_2020.png,Matched,Netherlands,52.243498,5.634323
Shaping the emerging alternative service regime from a Technological Innovation System perspective: the case of decentralized water and sanitation in Bangalore,Matthijs Mulder,2020.0,Dr. Xiao-Shan Yap,Dr. Koen Beumer,"Caused by the rapid urbanization of the city, Bangalore has been lacking to provide adequate water and sanitation services for its citizens. This study aims to analyze the mechanisms contributing to the development and diffusion of decentralized water and sanitation technologies in Bangalore using the Technological Innovation System framework. A qualitative event analysis was conducted over a period of 15 years. Findings indicate that the (mis)alignment between shared visions, regulatory measures, and user legitimation has contributed to the (un)sustainable development of decentralized solutions. Integration of the identified sub-TISs could lead to a functional alternative service regime.",How can the development and alignment of decentralized water and sanitation solutions in Bangalore be understood through the Technological Innovation System framework?,6 - Clean Water and Sanitation,This SDG applies as the study focuses on improving water and sanitation services in Bangalore through decentralized solutions.,"Bangalore, India",Local,Urban & Regional Development,"decentralized water, sanitation, Technological Innovation Systems, Bangalore",Qualitative Empirical Research,Qualitative event analysis,Technological Innovation Systems,,,Bangalore,12.976794,77.590082,City,Abstract too short,mulder_2020.pdf,mulder_2020.png,Matched,India,12.976794,77.590082
Guiding discovery How knowledge development and innovation strategies are directed by the regional context,Tim Willemse BSc.,2020.0,Gaston Heimeriks,Matthijs Janssen,"Regional policy makers struggle in designing effective bottom-up and mission-oriented innovation policies that are embedded in their territorial context. Knowledge development has proven to be fundamental in these innovation dynamics and is said to be evolving in relation to the regional knowledge capabilities and institutional context. Therefore, this study aims to find how specific attributes of the regional knowledge base and institutional context relate to knowledge development in European regions and how these dynamics shape a region’s prioritisation strategy in the RIS3 program of the European Union. A series of quantitative analyses showed that the related diversification opportunities provided by the regional knowledge base, quality of government and institutional thickness have a positive relation to complex knowledge development.",How do specific attributes of the regional knowledge base and institutional context relate to knowledge development in European regions?,"9 - Industry, Innovation and Infrastructure","This SDG applies as the study focuses on innovation policies and knowledge development within regional contexts, which are essential for fostering industrial and infrastructural advancements.",European Union,Regional,Governance & Policy,,Quantitative Empirical Research,Quantitative analyses,,,,,,,Broad,,willemse_2020.pdf,willemse_2020.png,Matched,Europe,,
In search of a future meaning of man-made meat,Loutje Hoekstra,2020.0,Andrea Herrmann,Taneli Vaskelainen,"Cultured meat (CM) is an innovation that regards the promising production procedure of meat through cell-culturing in a laboratory, rather than through livestock farming. In the past, its development had strong governmental support in the Netherlands, however, its market introduction promptly stagnated due to the absence of fitting regulations. This research questions how frames influence the image and prospects of CM among policymakers and CM entrepreneurs by investigating the occurrence of frames from the webpages of Dutch CM entrepreneurs and the Dutch second chamber debates of policymakers. It is found that CM entrepreneurs and policymakers frame CM differently, with entrepreneurs focusing on its transformative capacity while policymakers emphasize its market value.",How do frames influence the image and prospects of cultured meat among policymakers and cultured meat entrepreneurs?,12 - Responsible Consumption and Production,"The research addresses the production and consumption of meat alternatives, which is crucial for sustainable food systems and reducing environmental impacts.",Netherlands,National,Circular Economy & Production,"Cultured meat, framing, policymakers, entrepreneurs, regulations",Qualitative Empirical Research,Grounded theory analysis,Framing Theory,,"Mosa Meat, Meatable",Netherlands,52.243498,5.634323,Country,,hoekstra_2020.pdf,hoekstra_2020.png,Matched,Netherlands,52.243498,5.634323
Cloud computing technology in manufacturing firms,Rik Adelaar,2020.0,Annika Lorenz,Matthijs Janssen,"Nowadays, digital technologies are transforming societal and business environments. One of these technologies, cloud computing technology, has gained much popularity and attention in recent years, and is about to radically reshape the manufacturing industry. This research aimed to increase knowledge on the process around cloud computing adoption, implementation, and usage in Dutch manufacturing firms. More specifically, adoption factors, challenges, and corresponding solutions were identified. For this purpose, an inductive and qualitative research approach was pursued. Twenty semi-structured interviews were conducted with employees from nineteen different manufacturing firms and one firm that helps to solve issues related to information technology within the manufacturing sector.","What are the adoption factors, challenges, and corresponding solutions for cloud computing technology in Dutch manufacturing firms?","9 - Industry, Innovation and Infrastructure","The research focuses on the adoption and implementation of cloud computing technology, which is essential for enhancing innovation and efficiency in the manufacturing sector.",Netherlands,National,Energy & Climate,"cloud computing, manufacturing, adoption factors, challenges, solutions",Qualitative Empirical Research,Semi-structured interviews,"Unified Theory of Acceptance, Use of Technology",,,Netherlands,52.243498,5.634323,Country,,adelaar_2020.pdf,adelaar_2020.png,Matched,Netherlands,52.243498,5.634323
"FROM THE MAN ON THE MOON, TO SPACE FOR THE MANKIND: A technological innovation system analysis of how the Copernicus earth observation infrastructure leveraged new applications in the Dutch water management sector",Stef Haarler,2020.0,Xiao-Shan Yap,,"This thesis explores the Copernicus Programme, an earth observation infrastructure developed by the European Space Agency and the European Commission, focusing on its application in the Dutch water management sector. The aim is to identify success factors and barriers affecting the diffusion of Copernicus applications. A qualitative case study was conducted, utilizing desk research and interviews analyzed through coding. The findings indicate a shift in innovation policies towards a mission-oriented approach, yet highlight challenges such as governmental dependency and legitimacy issues that hinder application diffusion. Recommendations for innovation policies are provided to enhance the program's effectiveness.",What are the success factors and blocking mechanisms that stimulate or hamper the diffusion of the Copernicus applications in the Netherlands?,13 - Climate Action,"The study addresses the challenges posed by climate change and the potential of Copernicus data to provide solutions in the water management sector, aligning with the goals of climate action.",Netherlands,National,Energy & Climate,"Copernicus, earth observation, Water management, innovation policy, Technological Innovation Systems",Qualitative Empirical Research,"Case study, Interviews, Desk research","Technological Innovation Systems, Mission-oriented Innovation Systems",dotSPACE Foundation,,Netherlands,52.243498,5.634323,Country,Abstract too short,haarler_2020.pdf,haarler_2020.png,Matched,Netherlands,52.243498,5.634323
Path Creation in the Dutch’ Age Friendly Housing Domain,Stefan Butter,2020.0,Alexander Peine,,"The continent of Europe is facing major demographic changes due to an aging population, leading to challenges in healthcare and housing services. This thesis explores how entrepreneurs develop and commercialize technologies for active aging by participating in Living Labs. A qualitative inductive research approach was used, involving interviews with living lab coordinators and entrepreneurs. The study identifies different types of living labs in the Dutch elderly care sector and highlights the benefits for entrepreneurs. It concludes that while living labs have potential for socio-technical transitions, improvements are needed in various areas.","How do entrepreneurs, as creators of new socio-technological pathways, use living labs to develop and commercialize technologies for active, healthy, and independent aging?",3 - Good Health and Well-Being,This SDG applies as the research addresses the challenges of an aging population and the need for innovative healthcare solutions to support healthy aging.,Netherlands,National,Governance & Policy,"Living labs, Path creation, Aging population, Entrepreneurs, Socio-technical transitions",Qualitative Empirical Research,"Interviews with living lab coordinators, Interviews with entrepreneurs",Path Creation,,,Rotterdam,52.243498,5.634323,City,Abstract too short,,,Not found,Netherlands,52.243498,5.634323
A research portfolio analysis of the collaborative research networks of public-private partnerships for neglected tropical diseases,Emma M. Boersma,2020.0,Jarno Hoekman,,"Public-private partnerships (PPPs) play a crucial role in addressing neglected tropical diseases (NTDs) by uniting diverse stakeholders to tackle market failures. This research aims to analyze how the heterogeneous characteristics of PPPs influence their research portfolios and collaborative networks. Employing a mixed-methods approach, data was collected from PPP websites and the Web of Science, focusing on publication counts and diversity metrics. Findings indicate that broad disease scopes and mixed funding correlate with higher publication counts, while self-funding and larger network sizes enhance diversity in collaborative networks. This study contributes to the understanding of PPP dynamics in NTD research and offers insights for optimizing their strategies.",How do the heterogeneous characteristics of public-private partnerships in the field of neglected tropical diseases affect their research portfolios in general and the collaborative research networks in particular?,3 - Good Health and Well-Being,This research contributes to the goal of ensuring healthy lives and promoting well-being for all by clarifying the role of PPPs in advancing research and access to treatments for neglected tropical diseases.,Global,Global/International,Health & Medicine,"public-private partnerships, neglected tropical diseases, research portfolio analysis, collaborative networks, diversity",Mixed Methods Research,"Research portfolio analysis, Quantitative analysis, Qualitative analysis",,,"Drugs for Neglected Diseases Initiative, Novartis Institute for Tropical Diseases, The Special Program for Research, Training in Tropical Disease, Infectious Disease Research Institute, Global Program to Eliminate Lymphatic Filariasis",,,,Broad,,boersma_2020.pdf,boersma_2020.png,Matched,Global,,
Competitive Balance Through Diversity and Technological Ambidexterity: A Case Study of Magic: The Gathering,Kelvin Breuer,2020.0,Frank van Rijnsoever,Joost Vervoort,"This thesis explores the innovation mechanisms within the trading card game Magic: The Gathering (MTG), focusing on competitive balance, diversity, and technological ambidexterity. The aim is to analyze how these concepts influence the game's ability to remain competitive over time. A quantitative case study approach is employed, utilizing longitudinal data from MTG tournaments. The findings reveal that the strategy of changing the mixture of technical characteristics positively affects competitive balance, while other strategies show limited significance. This research contributes to understanding how games can inform innovation studies and offers insights applicable to various domains.",What is the effect of the strategies that are implemented to preserve competitive balance over generations in Magic: The Gathering?,"9 - Industry, Innovation and Infrastructure","The research highlights the importance of innovation mechanisms in maintaining competitive balance within the game, which aligns with the goal of fostering innovation and sustainable industrialization.",Global,Global/International,Circular Economy & Production,"Magic: The Gathering, competitive balance, diversity, technological ambidexterity, Innovation",Quantitative Empirical Research,Regression analysis,Technological Innovation Systems,,,,,,Broad,Abstract too short,breuer_2020.pdf,breuer_2020.png,Matched,Global,,
"Waiting games in healthcare Towards a predictive, preventive, personalized and participatory (P4) healthcare in the future",Jan Cox,2020.0,Wouter Boon,,"This thesis explores the phenomenon of waiting games in healthcare, aiming to identify factors that contribute to these delays and propose solutions for a more efficient system. The objective is to develop a predictive, preventive, personalized, and participatory healthcare model. The methodology includes desk research, semi-structured interviews, and a dialogue workshop to gather insights from various stakeholders. The findings reveal multiple factors causing waiting games, such as infrastructure issues and regulatory challenges, and suggest scenarios to mitigate these delays.",What factors contribute to waiting games in healthcare and how can they be overcome?,3 - Good Health and Well-Being,This SDG applies as the thesis addresses healthcare efficiency and aims to improve patient outcomes by reducing waiting times.,Netherlands,National,Governance & Policy,"waiting games, healthcare, predictive, preventive, personalized, participatory",Qualitative Empirical Research,"Desk research, Semi-structured interviews, Dialogue workshop",,Economic Board Utrecht,,Utrecht,52.243498,5.634323,City,Abstract too short,cox_2020.pdf,cox_2020.png,Matched,Netherlands,52.243498,5.634323
Green Growth in the Technology Space – Regional Diversification Pathways in Europe,Max Meier,2020.0,Iris Wanzenböck,Gaston Heimeriks,"This thesis explores green growth as a means to balance economic and environmental benefits, focusing on the development of regional capabilities to manage complex situations. It addresses the need to investigate the pathways towards green growth in various European regions, particularly catch-up regions that have successfully diversified their technological capabilities. A quantitative-exploratory approach was employed, utilizing green patent data to create a green fitness ranking of regions. The findings reveal patterns of regional development and suggest mechanisms for successful path development, emphasizing the importance of leveraging advanced technologies and related diversification opportunities.",Which European regions have successfully diversified into more complex green technological capabilities over time? What are the similarities and differences between catch-up regions with regards to their green growth diversification pathways in the technology space?,"9 - Industry, Innovation and Infrastructure","The research focuses on technological capabilities and innovation pathways in regions, aligning with the goal of fostering innovation and building resilient infrastructure.",Europe,Regional,Energy & Climate,"Green growth, Technological capabilities, Regional innovation, Diversification pathways, Green patents",Quantitative Empirical Research,"Green patent data analysis, Green fitness ranking, Technological relatedness mapping",,,,,,,Broad,Abstract too short,meier_2020.pdf,meier_2020.png,Matched,Europe,,
Governance through Goals: Influences on Goal Characteristics in Dutch Innovation Policies,,2020.0,,,"The grand challenges of the 21st century require changes in innovation policies and governance. This research focuses on 'governance through goals' perspectives, which are goal-setting policies aimed at resolving societal challenges. The study investigates how goal formulation can be effective and how formulation processes impact innovation policies. By analyzing three Dutch examples of goal-setting policies, this research identifies four goal characteristics: balance between ambition and achievability, enacting stakeholders, societal desirability, and directionality. The findings reveal the complex web of influences on these characteristics and emphasize the importance of well-designed formulation processes for effective goal-setting policies.",How did goal formulation processes influence the goal characteristics of three Dutch goal-setting policies?,"9 - Industry, Innovation and Infrastructure",This SDG applies as the research focuses on innovation policies aimed at addressing societal challenges through effective goal formulation and stakeholder engagement.,Netherlands,National,Governance & Policy,"Governance, goal formulation, innovation policy, societal challenges, Netherlands",Qualitative Empirical Research,"Document analysis, Semi-structured interviews","Evolutionary Governance Theory, Transition Arena",,Ministry of Infrastructure and Water Management,Netherlands,52.243498,5.634323,Country,"Missing Supervisor, Abstract too short",nan_2020.pdf,nan_2020.png,Matched (content),Netherlands,52.243498,5.634323
Non-profit Organizations as Developers and Drivers of Innovation: An Exploration of the Googly-eyed Garbage Gobbler,Mai Bausch,2020.0,Matthijs Janssen,Joeri Wesseling,"This research explores the role of non-profit organizations (NPOs) as innovation developers, focusing on the Waterfront Partnership of Baltimore (WPB) in the environmental water clean-up technology sector. The study aims to understand how WPB drives innovation and what distinguishes it from other entrepreneurial actors. Through documentation reviews and interviews, the research identifies WPB's unique contributions to the innovation system, including filling gaps left by public and private actors, leveraging NPO advantages, and fostering collaborations. The findings highlight the potential of NPOs in strengthening innovation systems and provide insights for organizations interested in innovation.","How was WPB able to drive innovation within the environmental water clean-up technological sector, and what can we learn about NPOs’ innovation system strengthening potential in general?",14 - Life Below Water,"The research focuses on environmental water clean-up, directly addressing the issue of marine pollution and the role of NPOs in promoting sustainable practices.","Baltimore, United States",Local,Ecology & Biodiversity,"non-profit organizations, Innovation, environmental technology, water clean-up, collaboration",Qualitative Empirical Research,"Documentation review, Interviews",Technological Innovation Systems,,"Waterfront Partnership of Baltimore, Clearwater Mills",Baltimore,39.290882,-76.610759,City,Abstract too short,bausch_2020.pdf,bausch_2020.png,Matched,United States,39.290882,-76.610759
Service Innovation in the Retail Sector,Simone Velders,2020.0,Koen Frenken,Matthijs Janssen,"Fast and complex changes in the retail landscape cause retailers to struggle and some even to close their doors. To survive, brick-and-mortar retailers are innovating their services to create a memorable customer experience. Understanding the innovation decision process is complex since the service innovation options are plentiful and retailers are known to have an unstructured approach to innovation. This research uses prior conditions from Rogers’ innovation-decision model to select factors previously identified in both retail and service innovation literature. Qualitative analysis of interviews with representatives from fashion retailers’ headquarters in the Netherlands shows that previous practice and felt needs barely influence the decision process. Results show that typical innovations are not complex and do not have a large impact on the service, are part of the omnichannel trend, and concern innovations in the collection.",How do retailers make decisions in a turbulent retail landscape?,"9 - Industry, Innovation and Infrastructure","This SDG applies as the research focuses on service innovation within the retail sector, which is crucial for enhancing industry practices and fostering innovation.",Netherlands,National,Circular Economy & Production,Innovation – decision-making - service innovation – service blueprint - retail – fashion – synthesis perspective – prior conditions,Qualitative Empirical Research,"Qualitative analysis, service blueprinting, Qualitative Comparative Analysis",Rogers’ innovation-decision model,Avanade,,Netherlands,52.243498,5.634323,Country,,velders_2020.pdf,velders_2020.png,Matched,Netherlands,52.243498,5.634323
