Title,Author(s),Year,Supervisor,Second reader,Abstract/Summary,Main Research Question,SDG,Justification for SDG,Geographical scope,Scale,Main sector,Keywords,Methodology Type,Specific Methods,Theories,Internship Organization,Organizations Studied,Geographical location standardized,Latitude,Longitude,Location precision,Flag,Thesis_PDF,Cover_Image,Match_Status,Country,All_Latitudes,All_Longitudes
Designing a Safe and Optimal Heat Storage System in Salt Caverns for Maximum Thermal Efficiency and Heat Output,Mohamad Alameh,2024.0,Wen Liu,,"This thesis explores the design of a heat storage system in salt caverns aimed at maximizing thermal efficiency and heat output. The objective is to develop a safe and optimal system that can effectively store and release thermal energy. The methodology involves data collection on geological formations, cavern dimensions, and fluid properties, followed by simulations using COMSOL to analyze heat transfer and storage performance. The findings indicate significant potential for improved energy storage solutions in the context of renewable energy integration.",How can a safe and optimal heat storage system be designed in salt caverns to maximize thermal efficiency and heat output?,7 - Affordable and Clean Energy,"The research contributes to the development of efficient energy storage solutions, which are essential for integrating renewable energy sources and ensuring access to affordable and clean energy.","Twente, Netherlands",Local,Energy & Climate,"Heat storage, Salt caverns, Thermal efficiency, Energy output, COMSOL","Modelling & Systems Approaches, Qualitative Empirical Research","Data Collection, Simulation in COMSOL",,,,Twente,52.306622,6.687374,City,Abstract too short,alameh_2024.pdf,alameh_2024.png,Matched,Netherlands,52.306622,6.687374
Underground hydrogen storage in salt caverns: the potential of bedded salt formations,Romay Saville,2024.0,Hamed Aslannejad,Søren Winkel,"Large-scale energy storage solutions are essential to address the intermittent nature of renewable energy sources. Hydrogen is found to be a promising option for energy storage due to its renewable nature. This research analyses the storage potential in bedded salt formations using a comprehensive methodology. It defines technical requirements for salt caverns, develops a model for cyclic injection and extraction processes, and creates an interactive map displaying storage capacity in various locations in the Netherlands. The findings indicate that while the modelled cavern has a storage capacity of 14.66 GWh, it is insufficient to meet the Netherlands' residual load in 2030.",What is the storage potential of underground hydrogen storage in bedded salt formations in the Netherlands?,7 - Affordable and Clean Energy,"This research contributes to the development of energy storage solutions, which are crucial for integrating renewable energy sources into the electricity grid.",Netherlands,National,Energy & Climate,"Hydrogen storage, salt caverns, bedded salt formations, energy storage, Renewable Energy",Mixed Methods Research,"Model development, interactive mapping",,Antea Group,,Netherlands,52.243498,5.634323,Country,,saville_2024.pdf,saville_2024.png,Matched,Netherlands,52.243498,5.634323
The effective implementation of a PVT system,Reinier Derks,2024.0,Wilfried van Sark,Sara Mirbagheri Golroodbari,"This thesis investigates the effective implementation of photovoltaic-thermal (PVT) systems in various building types to optimize energy use and reduce carbon dioxide emissions, aligning with global efforts to combat climate change. Conducted at Smits van Burgst, a medium-sized engineering firm in the Netherlands, this research responds to the increasing demand for sustainable building solutions. A MATLAB Simulink model was developed to simulate the performance of PVT systems across various building types. The findings indicate that office buildings can best use either smart EV charging stations or heat pumps, while residential buildings and supermarkets benefit from long-term energy storage solutions. Practical recommendations for implementing PVT systems are provided, emphasizing tailored solutions to maximize efficiency and sustainability.",How can photovoltaic-thermal (PVT) systems be effectively implemented in various building types to optimize energy use and reduce carbon dioxide emissions?,13 - Climate Action,"The research focuses on reducing carbon dioxide emissions through the implementation of PVT systems, contributing to climate change mitigation efforts.",Netherlands,National,Energy & Climate,"PVT systems, energy efficiency, carbon emissions, sustainable building, Renewable Energy",Mixed Methods Research,"MATLAB Simulink model, Literature review",,Smits van Burgst,,Zoetermeer,52.243498,5.634323,City,,derks_2024.pdf,derks_2024.png,Matched,Netherlands,52.243498,5.634323
Risks associated with hydrogen leakages from existing high-pressure (natural gas) pipelines,Pieter van Dam,2024.0,Hamed Aslannejad,Vinzenz Koning,"This study investigates the risks associated with hydrogen transport through high-pressure pipelines, focusing on potential leakages and their impacts. Using Computational Fluid Dynamics (CFD) simulations, various conditions, including soil type, pipe depth, leak size, and groundwater level, were analyzed to understand their influence on hydrogen leakage. A Monte Carlo analysis was employed to account for uncertainties regarding the conditions under which these leakages might occur. The results indicate that leak size is the most critical factor affecting leakage rates, followed by the type of surrounding soil. The maximum horizontal dispersion of hydrogen was found to be 4.5 meters, suggesting that this should be considered the minimum safety distance to prevent hydrogen-fueled fires.",What are the risks associated with hydrogen leakages from existing high-pressure natural gas pipelines?,13 - Climate Action,"The study addresses the environmental impacts of hydrogen leakages, which is relevant to climate action and reducing greenhouse gas emissions.",Netherlands,National,Energy & Climate,"Hydrogen, leakages, pipelines, Computational Fluid Dynamics, Monte Carlo analysis",Quantitative Empirical Research,"Computational Fluid Dynamics simulations, Monte Carlo analysis",,,Gasunie,Netherlands,52.243498,5.634323,Country,,dam_2024.pdf,dam_2024.png,Matched,Netherlands,52.243498,5.634323
An analysis on the technical capabilities of a PV/t based energy system installed in primary schools,Ruben van der Veen,2024.0,"Sara Mirbagheri Golroodbari, Wilfried van Sark",,"This research focuses on the technical feasibility of Photovoltaic/thermal (PV/t) panels in primary schools within a Central European climate. The aim is to analyze the optimal design and operational parameters for a PV/t system combined with energy storage and a heat pump to meet the heating and electricity demands of near net-zero energy primary schools. The methodology includes modeling the PV/t systems in Excel and using linear programming to determine optimal storage sizes. Findings indicate that 61 out of 115 primary schools can achieve net-zero thermal energy, with 19 also reaching net-zero electrical energy, highlighting the importance of roof space and energy demand ratios.",What are the optimal design and operational parameters for a Photovoltaic Thermal system combined with energy storage and heat pump to effectively meet the heating and electricity demands of a near net-zero energy primary school in the Netherlands and what is the year-round technical performance of such a system?,7 - Affordable and Clean Energy,"This research contributes to the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all by analyzing a renewable energy system that can help primary schools transition to net-zero energy.","Utrecht, Netherlands",Local,Energy & Climate,"Photovoltaic, thermal energy storage, heat pump, net-zero energy, primary schools","Mixed Methods Research, Qualitative Empirical Research","Modeling, Linear programming",,,,Utrecht,52.090701,5.121563,City,,veen_2024.pdf,veen_2024.png,Matched,Netherlands,52.090701,5.121563
Quantification of Environmental Externalities of the EU Bioeconomy,Julius M. van Dijck,2024.0,Li Shen,Martin Junginger,"The EU bioeconomy is an interesting field that could provide non-electric renewable energy to mitigate climate change for the EU. The goal of this research is to assess the effectiveness of quantifying environmental externalities of the EU bioeconomy to answer the following research question: “How did the environmental impacts of the EU bioeconomy, both production- and consumption-based, evolve over the years 2011, 2015, and 2022? What roles do EU countries and their respective sectors play in contributing to these impacts?”. This research is performed in the context of the Harmonitor project, which aims to improve the quality of certification schemes of the bio-based economy. The results show that the EU is a net importer of environmental impacts, primarily from China, India, and the United States. Over time, the environmental impacts within the EU have remained largely constant, except for some anomalies specific to certain EU countries.","How did the environmental impacts of the EU bioeconomy, both production- and consumption-based, evolve over the years 2011, 2015, and 2022? What roles do EU countries and their respective sectors play in contributing to these impacts?",12 - Responsible Consumption and Production,"This SDG applies as the research focuses on quantifying environmental impacts associated with the production and consumption of bio-based commodities, highlighting the need for sustainable practices in the EU bioeconomy.",European Union,Regional,Energy & Climate,,Quantitative Empirical Research,"EE-MRIO model, Data collection, Environmental extensions",,,,European Union,42.6795963,23.3214829,Broad,,dijck_2024.pdf,dijck_2024.png,Matched,Europe,,
Exploring the Potential of Down-Sampling to Reduce Temporal Resolution in Energy System Optimisation Models,Laura C. Brafine,2024.0,"Matteo Gazzani, Zhi Gao, Germa´n Morales-Espan˜a",,"Energy system optimisation models (ESO) are increasingly important for managing renewable energy source (RES) integration. This study aims to assess the effectiveness of alternative down-sampling (DS) methods in reducing temporal resolution in ESO models while approximating accuracy on hourly resolution. We compare this performance to benchmark DS that uses the default average or energy value for aggregation. The results show that all DS methods significantly reduced solve time across all model configurations, with reductions ranging from 44-92%. Using the first, last, or midpoint values when aggregating consistently outperformed the benchmark. These findings suggest that alternative DS methods have the potential to offer a more effective solution than the benchmark that uses default averaging.",How effective are alternative down-sampling methods in reducing temporal resolution in energy system optimisation models while approximating accuracy on hourly resolution?,7 - Affordable and Clean Energy,"This research contributes to the optimisation of energy systems, which is essential for integrating renewable energy sources and ensuring sustainable energy access.",Northwestern Europe,Regional,Energy & Climate,"Energy System Optimisation, Time Series Aggregation, Computational Complexity Reduction, Statistical Down-Sampling, Adaptive Down-Sampling, Renewable Energy",Mixed Methods Research,"Case study, Basic statistics, Hybrid methods",,,,Northwestern Europe,60.7126279,28.7359347,Region,,brafine_2024.pdf,brafine_2024.png,Matched,Europe,,
Impact of wind energy deployment on job creation in the wind power industry,Sam Klap,2024.0,Luis Eduardo Ramirez Camargo,Madeleine Gibescu,"Europe needs to increase wind energy capacity to reach 440 GW installed capacity by 2030. Wind energy deployment has multiple impacts, of which some negative impacts have resulted in opposition to its implementation. However, the job creation is a positive impact, and could contribute to increasing social acceptance. Assessing the job creation impact from wind energy deployment thoroughly requires an accurate and consistent quantification method. This research provides such a method and a model. The main research question is: How does job creation of wind energy deployment in the wind power industry differ per location within Europe by 2030? This research applies multiple methodological approaches to define a job quantification method.",How does job creation of wind energy deployment in the wind power industry differ per location within Europe by 2030?,8 - Decent Work and Economic Growth,"The research focuses on job creation in the wind power industry, which directly relates to promoting sustained, inclusive economic growth, full and productive employment, and decent work for all.",Europe,Regional,Energy & Climate,,"Literature-Based Research, Qualitative Empirical Research","Systematic literature review, Semi-structured interviews, Multivariate regression analysis",Employment factor approach,,,,,,Broad,,klap_2024.pdf,klap_2024.png,Matched,Europe,,
"Energetic, Economic and Practical Evaluation of CO₂-, Water- and Geothermal-Based Heat-Transfer Configurations for the Tilburg–Breda District Heating Network",Job van Breukelen,2025.0,Gert Jan Kramer,Wen Liu,"In ambition to reach net zero in 2050 the Dutch government announced the total phasing out of fossil fuels within the country. 11,7% of the country's fossil fuel consumption originates from residential heating, which currently relies heavily on natural gas. The government has announced plans to phase out natural gas in the near future, creating a strong reason to explore and research alternative heating solutions. One sustainable option is the expansion of district heating systems in urban areas, where centralized heat production from sustainable sources can serve multiple households efficiently. The results showed that CO₂-based systems performed slightly less efficiently than water-based systems averaging between 0,7-1,7% lower than water based systems. The recommended configuration was a water-based heat-transfer system utilizing an industrial-scale heat pump.","How can the Tilburg–Breda district heating network continue to provide reliable, low carbon heat once the Amercentrale shuts down?",7 - Affordable and Clean Energy,"The research focuses on sustainable heating solutions to replace fossil fuels, directly contributing to the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.","Tilburg, Breda, Netherlands",Local,Energy & Climate,"District Heating, CO₂, Water, Geothermal, Heat-Transfer Configurations","Qualitative Empirical Research, Quantitative Empirical Research","Comparative analysis, Semi-structured interviews, Economic analysis, Thermodynamic modelling",,Heijmans N.V.,,Tilburg,51.601481,4.768534,City,,breukelen_2025.pdf,breukelen_2025.png,Matched,Netherlands,51.601481,4.768534
"The Heat is On: Mapping Material Demands, Risks and Circular Economy Pathways for Dutch Heat Pumps Towards 2050",Jorn Bos,2025.0,Ernst Worrell,Robert Harmsen,"This thesis explores the material demands and risks associated with the Dutch heat pump market as it transitions towards a circular economy by 2050. The aim is to identify critical raw materials and assess supply chain vulnerabilities. A mixed methods approach is employed, combining quantitative data analysis with expert interviews and surveys. The findings reveal significant material intensity variations among different heat pump systems and highlight the risks in the supply chain, emphasizing the need for improved data and circularity strategies.","What are the material demands, risks, and circular economy pathways for the Dutch heat pump market towards 2050?",12 - Responsible Consumption and Production,"This SDG applies as the research focuses on material demands and circular economy pathways, aiming to enhance sustainable production and consumption practices in the heat pump sector.",Netherlands,National,Circular Economy & Production,"Heat Pumps, Circular Economy, Material Demands, Risks, Sustainability",Mixed Methods Research,"Quantitative Data Collection, Processing, Expert interviews, Survey",,PBL Netherlands Environmental Assessment Agency,,Netherlands,52.243498,5.634323,Country,Abstract too short,bos_2025.pdf,bos_2025.png,Matched,Netherlands,52.243498,5.634323
Integration of Nuclear Heating Technologies for Decarbonizing Dutch Industrial Processes: A Technical Feasibility Assessment,Orkun Hacipoglu,2025.0,Wen Liu,Gert Jan Kramer,"The Dutch industrial sector consumes approximately 134.4 PJ of natural gas annually, contributing 30-35 million tonnes of CO2 emissions and representing a critical barrier to achieving the Netherlands’ 2030 climate targets. This study assesses the technical feasibility of integrating nuclear heating technologies to decarbonize Dutch industrial processes across different temperature ranges and industrial sectors. A multi-phase methodology was employed combining systematic literature review, multi-criteria decision analysis (MCDA), and scenario-based deployment modeling. The MCDA revealed that Small Modular Reactors (SMRs) and Low-temperature District Heating Reactors (LDRs) emerged as the only viable technologies for Dutch deployment. Key findings indicate that nuclear heating can provide substantial but partial decarbonization of Dutch industry.",To what extent can nuclear heating technologies technically integrate with and decarbonize the Dutch industrial sector’s heat demands across different temperature ranges?,7 - Affordable and Clean Energy,"The research focuses on integrating nuclear heating technologies to provide clean energy solutions for the industrial sector, which is essential for reducing greenhouse gas emissions.",Netherlands,National,Energy & Climate,"nuclear heating, Decarbonisation, industrial processes, Small Modular Reactors, Low-temperature District Heating Reactors","Literature-Based Research, Mixed Methods Research, Qualitative Empirical Research","Systematic literature review, multi-criteria decision analysis, Scenario analysis",,,,Netherlands,52.243498,5.634323,Country,,hacipoglu_2025.pdf,hacipoglu_2025.png,Matched,Netherlands,52.243498,5.634323
A Standardised Framework for Material Flow Analysis of Warfare’s Material Footprint,Hessel Roodenburg,2025.0,Javanshir Fouladvand,Ernst Worrell,"Modern warfare generates enormous but mostly unquantified material and energy flows, yet no standardised method exists to measure its material footprint. This study develops a Material Flow Analysis (MFA) framework to quantify the war-exclusive material footprint of modern warfare. The framework identifies relevant material classes and operationalises these flows through a quartile-based intensity approach, tested with data from the Russia-Ukraine War and Operation Desert Storm. Results show that warfare operates at an industrial scale, with significant CO emissions and material mobilised. The framework provides a reproducible foundation for quantifying the environmental consequences of warfare.",How can a standardised framework for Material Flow Analysis be developed to quantify the material footprint of modern warfare?,12 - Responsible Consumption and Production,"The study addresses the quantification of material flows in warfare, contributing to understanding and managing resource consumption and environmental impacts.",Global,Global/International,Energy & Climate,"Material Flow Analysis, Warfare, Environmental Impact, CO emissions, Case Studies",Mixed Methods Research,"Material Flow Analysis, Case study",,,,,,,Broad,Abstract too short,roodenburg_2025.pdf,roodenburg_2025.png,Matched,Global,,
"Techno-Economic Assessment of Hydrogen Production from Curtailed Wind Energy: A Case Study in La Guajira, Colombia",Gerson Orlando Rivera Ortega,2025.0,Luis Eduardo Ramirez Camargo,Madeleine Gibescu,"This thesis explores the techno-economic assessment of hydrogen production from curtailed wind energy in La Guajira, Colombia. The objective is to evaluate the feasibility and economic viability of producing green hydrogen using excess wind energy. A case study methodology is employed, incorporating scenario configurations and economic modeling. The findings indicate that hydrogen production from curtailed wind energy can be economically beneficial, with significant potential for reducing CO emissions and enhancing energy sustainability in Colombia.","What is the techno-economic feasibility of hydrogen production from curtailed wind energy in La Guajira, Colombia?",7 - Affordable and Clean Energy,"This research contributes to the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all by exploring innovative methods of hydrogen production from renewable sources.","La Guajira, Colombia",Local,Energy & Climate,"Hydrogen, Wind Energy, Techno-Economic Assessment, La Guajira, Colombia",Mixed Methods Research,"Case study, Scenario analysis, Wind resource assessment, Economic model, Sensitivity analysis",Techno-economic analysis framework,Hocol,,La Guajira,11.435412,-72.900216,Broad,Abstract too short,,,Not found,Colombia,11.435412,-72.900216
Techno-economic assessment of BTX production from bio-based waste feedstocks via Integrated Cascading Catalytic Pyrolysis,Lucienne du Maire,2025.0,"Martin Junginger, Li Shen",,"This thesis conducts a techno-economic assessment of five potential bio-based BTX production pathways, focusing on the BioBTX process. The aim is to evaluate the economic viability of these pathways under a NetZero carbon emission constraint. A comprehensive literature review and data analysis were performed to define the production pathways and assess their feasibility. The findings indicate that the UCO-based process has the best techno-economic performance, while lignin-based routes face significant challenges due to high costs and low technological maturity.",Which of the proposed pathways for BTX production performs best from a techno-economic perspective in the BioBTX demonstration plant?,12 - Responsible Consumption and Production,"The research supports the transition towards sustainable production processes in the chemical industry, aligning with the goal of reducing dependence on fossil-derived chemicals.",Netherlands,National,Energy & Climate,"Techno-economic assessment, BTX production, bio-based feedstocks, NetZero, catalytic pyrolysis","Literature-Based Research, Qualitative Empirical Research","Techno-economic analysis, Sensitivity analysis, Literature review",,TransitionHERO,,Netherlands,52.243498,5.634323,Country,Abstract too short,maire_2025.pdf,maire_2025.png,Matched,Netherlands,52.243498,5.634323
Suitable coating materials for passive radiative cooling for dye-sensitized solar cells using a COMSOL thermal model,Jonah Smans,2025.0,"Sara Mirbagheri Golroodbari, Or Gindi",Wilfried van Sark,"This thesis investigates suitable coating materials for passive radiative cooling (PRC) in dye-sensitized solar cells (DSSCs) using a COMSOL thermal model. The aim is to enhance the efficiency of DSSCs by reducing their operating temperature through effective cooling layers. A thermal model was developed to simulate the performance of various coatings. The findings indicate that specific PRC coatings can significantly lower the temperature of DSSCs, thereby improving their efficiency and longevity.",What are the suitable coating materials for passive radiative cooling in dye-sensitized solar cells as determined by a COMSOL thermal model?,7 - Affordable and Clean Energy,"This research contributes to the development of more efficient solar energy technologies, aligning with the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.",,Global/International,Energy & Climate,"passive radiative cooling, dye-sensitized solar cells, COMSOL thermal model, coating materials",Modelling & Systems Approaches,"Thermal model, Simulation procedure",,,,,,,Broad,Abstract too short,smans_2025.pdf,smans_2025.png,Matched,,,
The role of energy storage in the Dutch energy system: a techno-economic analysis of hydrogen compared to other energy storage methods,Joris Wensveen,2025.0,"Hamed Aslannejad, Reinier van der Veen",,"The European Union has committed to achieving net-zero greenhouse gas emissions by 2050, with a binding intermediary target of reducing emissions by at least 55% by 2030. A key strategy in this transition is the rapid expansion of renewable energy share (RES). However, challenges such as grid congestion and electricity curtailment obstruct the optimal deployment of renewable capacity. This study examines the techno-economic performance of hydrogen as an energy storage solution compared to alternative storage technologies, assessing its role in optimizing renewable energy integration within the Dutch energy system. Results indicate that compressed hydrogen storage and pumped hydro energy storage offer the highest storage capacities, while battery energy storage achieves the highest round-trip efficiencies. The absence of clear storage targets creates uncertainty if current deployment efforts will be sufficient to meet future system requirements.",How does the techno-economic performance of hydrogen as an energy storage solution compare to alternative storage technologies in optimizing renewable energy integration within the Dutch energy system?,7 - Affordable and Clean Energy,"This study focuses on energy storage solutions that enhance the integration of renewable energy sources, contributing to the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.",Netherlands,National,Energy & Climate,"energy storage, Hydrogen, techno-economic analysis, Renewable Energy, Netherlands",Mixed Methods Research,"Techno-economic analysis, energy system modelling, market-, Policy analysis",,CE Delft,,Netherlands,52.243498,5.634323,Country,,,,Not found,Netherlands,52.243498,5.634323
Integrating cooling supply into neighbourhood heating strategies – A cost and CO emission analysis based on the Dutch Start,Lars de Gans,2025.0,Wen Liu,Robert Harmsen,"The Dutch Start Analysis supports municipalities in developing heating strategies for the transition to natural gas-free neighbourhoods. This research investigates how integrating residential cooling supply based on the various heating and cooling strategies from the Start Analysis framework affects national costs and CO₂ emission reductions at neighbourhood level. A techno-economic model was developed to quantify energy use, electricity costs, and CO₂ emissions over the period 2030–2040. The findings indicate that while the impact on national costs is modest, the choice of cooling technology has major implications for cost distribution and system performance. Municipalities are advised to include cooling considerations proactively in local energy strategies.",How does integrating residential cooling supply based on the various heating and cooling strategies from the Start Analysis framework affect national costs and CO₂ emission reductions at neighbourhood level?,13 - Climate Action,"This research addresses the integration of cooling supply in energy strategies, which is crucial for reducing CO₂ emissions and adapting to climate change impacts.",Netherlands,Local,Energy & Climate,"cooling supply, heating strategies, CO₂ emissions, Energy transition, techno-economic model",Mixed Methods Research,"Scenario analysis, Sensitivity analysis, Techno-economic analysis",,Sweco,,Breda,52.243498,5.634323,City,,gans_2025.pdf,gans_2025.png,Matched,Netherlands,52.243498,5.634323
From Waste to Fuel: Life Cycle Assessment of Utilising Used Railroad Ties through Carbonisation,Daan van Loenen,2025.0,Martin Junginger,Ric Hoefnagels,"Creosote-treated railroad ties represent a hazardous biomass waste stream with significant environmental and disposal challenges. This thesis investigates a sustainable alternative: converting these used railroad ties into biocoal through high-temperature carbonisation, aiming to substitute fossil coal in the Dutch steel industry. Using an attributional life cycle assessment, the study models a transatlantic supply chain from feedstock collection in South Carolina to fuel delivery in the Netherlands. Results indicate that biocoal substantially outperforms fossil coal across key impact categories, particularly when surplus energy is effectively utilised. The findings strongly support the environmental and circular economy benefits of converting creosote-treated wood into biocoal.",How can used railroad ties be converted into biocoal through carbonisation to substitute fossil coal in the Dutch steel industry?,12 - Responsible Consumption and Production,The study addresses the sustainable management of hazardous biomass waste and promotes the circular economy by converting waste into a valuable resource.,Netherlands,National,Energy & Climate,"biocoal, carbonisation, Life Cycle Assessment, railroad ties, steel industry","Literature-Based Research, Qualitative Empirical Research","Life Cycle Assessment, Comparison of Disposal Pathways",,Komercon B.V.,,,52.243498,5.634323,Broad,,loenen_2025.pdf,loenen_2025.png,Matched,Netherlands,52.243498,5.634323
The market potential of seasonal energy storage trading on the Dutch-day ahead market Economic viability in competition with short-duration energy storage and international market coupling,Joren Kock,2025.0,"Madeleine Gibescu, Elena Fumagalli",,"This thesis explores the market potential of seasonal energy storage trading on the Dutch day-ahead market, focusing on its economic viability compared to short-duration energy storage and the implications of international market coupling. The objective is to assess the feasibility of seasonal storage technologies in the current energy market landscape. A combination of literature review and modeling approaches is employed to analyze various seasonal storage technologies and their market behavior. The findings indicate that while seasonal storage has significant potential, its economic viability is contingent on market conditions and regulatory frameworks.",What is the market potential and economic viability of seasonal energy storage trading on the Dutch day-ahead market in competition with short-duration energy storage and international market coupling?,7 - Affordable and Clean Energy,"This research contributes to understanding how seasonal energy storage can enhance energy availability and reliability, aligning with the goal of ensuring access to affordable, reliable, sustainable, and modern energy for all.",Netherlands,National,Energy & Climate,"seasonal energy storage, economic viability, Dutch day-ahead market, short-duration energy storage, market coupling","Literature-Based Research, Qualitative Empirical Research","Modeling Seasonal Storage in the power system, Economic Evaluation of seasonal storage",,Krachtwerk,,Netherlands,52.243498,5.634323,Country,Abstract too short,kock_2025.pdf,kock_2025.png,Matched,Netherlands,52.243498,5.634323
Economic Value of BESS Participation in Market-Based Redispatch: A Market-Based Analysis of Congestion Management Revenue Stacking in the Dutch Grid,Rick Schouten,2025.0,Madeleine Gibescu,Elena Fumagalli,"Grid congestion from renewable integration and electrification threatens the Dutch energy transition, necessitating flexible assets like Battery Energy Storage Systems (BESS). The GOPACS platform enables market-based redispatch for congestion management, yet the economic viability of BESS participation alongside passive imbalance trading remains unexplored. This research addresses: What added value can BESS operators derive from participating in GOPACS market-based redispatch, and how does this complement passive imbalance market revenue? A three-stage methodology analyzed 4,540 GOPACS announcements and 8,347 cleared orders. Results demonstrate minimal current value: GOPACS contributes €4.7–7.1/kWh-capacity/year, representing 4–7% improvement over passive imbalance baseline. Sensitivity analysis reveals substantial latent potential, suggesting that clearing rate failure likely reflects counter-offer scarcity.","What added value can BESS operators on the Dutch market derive from participating in market-based redispatch for congestion management, and how might this complement existing revenue streams from the passive imbalance market?",7 - Affordable and Clean Energy,"The research focuses on enhancing the economic viability of energy storage systems, which are crucial for integrating renewable energy sources and ensuring a stable energy supply.",Netherlands,National,Energy & Climate,"Battery Energy Storage Systems, GOPACS, congestion management, market-based redispatch, passive imbalance market",Mixed Methods Research,"Data analysis, K-means clustering, Techno-economic analysis, Simulation",,Friday Energy,,Netherlands,52.243498,5.634323,Country,,schouten_2025.pdf,schouten_2025.png,Matched,Netherlands,52.243498,5.634323
Impact of Dutch annual grid fees on large-scale battery energy storage systems,Paul Verhagen,2025.0,Jing Hu,Vinzenz Koning,"This thesis examines the impact of the new Dutch annual grid fees policy proposed by TenneT on the annual net-profits of a typical 2-hour BESS in the Netherlands. BESS have the ability to adjust their total production capacity, enhancing the stability of electrical grids, allowing for peak shaving practices, and supporting the transition towards a more carbon-neutral and resilient energy infrastructure by storing electricity that would otherwise be curtailed. The study found that implementing the new policy scheme would lead to increasing net-profits for BESS due to a significant reduction in grid fees. Future research could enhance the developed optimization model by incorporating forecasted pricing data and additional electricity markets.",How do the proposed changes in Dutch annual grid fees affect the annual net-profits of large-scale battery energy storage systems in the Netherlands?,7 - Affordable and Clean Energy,"The research focuses on optimizing energy storage systems, which are crucial for enhancing the stability of electrical grids and supporting the transition to a carbon-neutral energy infrastructure.",Netherlands,National,Energy & Climate,"BESS, grid fees, energy policy, optimization model, net-profits",Quantitative Empirical Research,Day-Ahead perfect foresight recursive optimization model,,,TenneT,Netherlands,52.243498,5.634323,Country,,verhagen_2025.pdf,verhagen_2025.png,Matched (content),Netherlands,52.243498,5.634323
Techno-economic assessment of methane removal from diluted sources: Sorbent selection and economic evaluation,Laura de Groot,2025.0,"Kian Karimi, Matteo Gazzani",,"This thesis investigates the potential of capturing methane from dairy farm exhaust air using a Vacuum Temperature Swing Adsorption (VTSA) process. The aim is to assess the feasibility of this process in mitigating enteric methane emissions in the agricultural sector. A VTSA process was modeled using adsorption isotherms of the most promising methane adsorbent, ATC-Cu. Process simulations revealed methane recovery levels between 60% and 100%, with corresponding purity levels of 0.0–0.04. A techno-economic analysis indicated baseline capture costs of 348,221 MJ/tCH₄, highlighting significant cost gaps compared to existing technologies. The study identifies potential and bottlenecks for further research into adsorbent development and system optimization.",What is the potential of capturing methane from dairy farm exhaust air using a Vacuum Temperature Swing Adsorption process?,13 - Climate Action,"The study addresses methane emissions, which are significant contributors to climate change, and explores innovative technologies for their reduction.",,Local,Energy & Climate,,Mixed Methods Research,"Process modelling, Economic analysis",,,,,,,Broad,,groot_2025.pdf,groot_2025.png,Matched,,,
Analyzing the Potential of MCFC-based CO Capture and Storage Onboard Seagoing Vessels: A Techno-Economic Assessment,Elmar de Gee,2025.0,Matteo Gazzani,,"Reducing carbon emissions from the naval shipping sector is crucial for lowering global CO2 levels. This thesis investigates the techno-economic potential of Molten Carbonate Fuel Cell (MCFC) based carbon capture (MCFC-OCC) on ships fueled by LNG, MDO, and HFO. The study evaluates the effectiveness of MCFC-OCC systems in reducing CO2 emissions and their economic feasibility. Results show that the MCFC-OCC system can produce power and is particularly beneficial for ships with high auxiliary power demands, like container ships, achieving significant carbon avoidance rates and cost efficiencies.",What is the techno-economic potential of MCFC-based carbon capture systems on seagoing vessels?,13 - Climate Action,"This research addresses the urgent need to reduce carbon emissions in the maritime sector, contributing to global climate action goals.",Global,Global/International,Energy & Climate,,Mixed Methods Research,"Techno-economic analysis, Sensitivity analysis",,,,,,,Broad,Abstract too short,gee_2025.pdf,gee_2025.png,Matched,Global,,
Future Heat Demand in Dutch District Heating: A Case Study of Amsterdam North,Rick Verheijen,2025.0,Wen Liu,Javanshir Fouladvand,"This study investigates the future peak heat demand in the Netherlands, focusing on district heating in Amsterdam North. The objective is to forecast how climate change and insulation measures will impact heat demand. A Monte Carlo simulation is employed, utilizing Shared Socioeconomic Pathways and the National Insulation Programme to analyze temperature data and building stock characteristics. Results indicate that using climate model forecasts can significantly reduce peak heat demand, with potential reductions of up to 38% under optimal insulation scenarios. The findings emphasize the importance of detailed building categorization for accurate demand forecasting.",How will climate change and insulation measures affect the peak heat demand of the Netherlands in the future?,13 - Climate Action,"The study addresses climate change mitigation through improved energy efficiency in heating systems, aligning with the goal of reducing greenhouse gas emissions.","Amsterdam, Netherlands",Local,Energy & Climate,"district heating, peak heat demand, Climate Change, Monte Carlo simulation, insulation",Quantitative Empirical Research,Monte Carlo simulation,,Vattenfall,,Amsterdam,52.37308,4.892453,City,Abstract too short,verheijen_2025.pdf,verheijen_2025.png,Matched,Netherlands,52.37308,4.892453
